Id,Name
11324,Mud Crab
11340,Akashic Mud Crab
11341,Akashic Mud Crab
11360,Belzecue
11420,Royal Mastiff
11430,Akashic Mastiff
11440,Hyena
11442,Akashic Hyena
11460,Sprinter
11480,Akashic Sprinter
11500,Lindwurm
11501,Lindwurm
11502,Lindwurm
11503,Lindwurm
11540,Akashic Lindwurm
11560,Adamantitan
11561,Adamantitan
11565,Akashic Adamantitan
11580,Ogre
11620,Plague
11621,Plague
11641,Bomb
11661,Bomb
11680,Purobolos
11700,Purobolos
11722,Purple Bavarois
11723,Purple Bavarois
11740,Blue Trifle
11741,Blue Trifle
11742,Blue Trifle
11743,Blue Trifle
11760,Fallen Hunter
11780,Wraith
11800,Revenant
11820,Specter
11840,Lich
11860,Undertaker
11880,Akashic Lopros
11882,Akashic Lopros
11900,Akashic Plague
11920,Akashic Tarantula
11940,Akashic Gandfreyr
14001,Northern Wolf
14002,Wolf Trap
14004,Temple Coeurl
14005,Robber Crab
14006,Grey Widow
14007,Lesser Archelon
14008,Old Ibex
14009,Quindim
14010,Tonberry Creeper
14011,Widowmaker
14012,Lesser Archelon
14013,Deathstalker
20001,Firebound Orc
20002,Firebound Orc
20012,Firebound Vulture
20014,Firebound Scorpion
20021,Firebound Wivre
20031,Firebound Guardian
20032,Firebound Hunter
20041,Firebound Node
20043,Firebound Crab
20051,Firebound Cannonier
20053,Firebound Hornet
20061,Firebound Mousse
20063,Firebound Bug
20071,Firebound Dragonet
20072,Firebound Revenant
20084,Firebound Lich
20085,Firebound Undertaker
20092,Firebound Plague
20101,Windbound Mesmerizer
20102,Windbound Worgen
20111,Windbound Mugger
20113,Windbound Thorn
20123,Windbound Minotaur
20133,Windbound Aevis
20134,Windbound Hornet
20144,Windbound Orc
20145,Windbound Weaver
20153,Windbound Specter
20154,Windbound Tognvaldr
20163,Windbound Bighorn
20165,Windbound Weaver
20171,Windbound Osfreyr
20172,Windbound Vulture
20181,Windbound Elemental
20182,Windbound Gigas
20191,Windbound Coeurl
20202,Thunderbound Antelope
20203,Thunderbound Mugger
20211,Thunderbound Vulture
20214,Thunderbound Bug
20223,Thunderbound Salamander
20232,Thunderbound Bighorn
20233,Thunderbound Mesmerizer
20241,Thunderbound Folkstaf
20242,Thunderbound Sigfreyr
20244,Thunderbound Dragonet
20253,Thunderbound Bavarois
20255,Thunderbound Bomb
20262,Thunderbound Undertaker
20263,Thunderbound Node
20272,Thunderbound Orc
20273,Thunderbound Orc
20274,Thunderbound Crusader
20282,Thunderbound Panther
20283,Thunderbound Guardian
20292,Thunderbound Griffin
20301,Earthbound Hunter
20312,Earthbound Revenant
20313,Earthbound Wolf
20325,Earthbound Gigas
20331,Earthbound Widow
20332,Earthbound Adamantoise
20342,Earthbound Wraith
20343,Earthbound Lieutenant
20351,Earthbound Marshal
20352,Earthbound Bomb
20362,Earthbound Panther
20364,Earthbound Mugger
20371,Earthbound Orc
20372,Earthbound Orc
20373,Earthbound Scepter
20381,Earthbound Fool
20382,Earthbound Tognvaldr
20391,Earthbound Giant
20402,Lightbound Revenant
20411,Lightbound Bug
20412,Lightbound Node
20422,Lightbound Bavarois
20431,Lightbound Lich
20432,Lightbound Wolf
20442,Lightbound Weaver
20444,Lightbound Raptor
20451,Lightbound Champion
20453,Lightbound Vulture
20462,Lightbound Guardian
20463,Lightbound Specter
20471,Lightbound Scorpion
20475,Lightbound Lancer
20481,Lightbound Cannonier
20485,Lightbound Astrologer
20491,Lightbound Warlord
20501,Icebound Wolf
20502,Icebound Wraith
20511,Icebound Bug
20512,Icebound Hornet
20522,Icebound Jelly
20531,Icebound Adamantoise
20533,Icebound Mugger
20541,Icebound Bluebird
20543,Icebound Purobolos
20551,Icebound Thorn
20554,Icebound Fanatic
20561,Icebound Wivre
20562,Icebound Mesmerizer
20571,Icebound Commander
20573,Icebound Scorpion
20581,Icebound Bighorn
20582,Icebound Lich
20591,Icebound Necrophobe
20602,Darkbound Mugger
20603,Darkbound Mugger
20612,Darkbound Wolf
20613,Darkbound Hunter
20621,Darkbound Minotaur
20631,Darkbound Node
20632,Darkbound Panther
20641,Darkbound Orc
20642,Darkbound Bug
20651,Darkbound Legionnaire
20652,Darkbound Lancer
20661,Darkbound Guardian
20662,Darkbound Orc
20671,Darkbound Specter
20673,Darkbound Raptor
20681,Darkbound Salamander
20682,Darkbound Marshal
20691,Darkbound Chimera
20701,Waterbound Wolf Trap
20702,Waterbound Worgen
20711,Waterbound Domovikha
20712,Waterbound Domovoi
20721,Waterbound Guardian
20731,Waterbound Ibis
20732,Waterbound Antelope
20741,Waterbound Creeper
20742,Waterbound Hexer
20751,Waterbound Terminal
20752,Waterbound Hunter
20761,Waterbound Undertaker
20762,Waterbound Frost Bomb
20771,Waterbound Raptor
20772,Waterbound Vulture
20781,Waterbound Master
20782,Waterbound Trifle
20791,Waterbound King
21001,Firebound Revenant
21002,Firebound Elemental
21011,Firebound Dragonet
21012,Firebound Scorpion
21022,Firebound Wivre
21023,Firebound Astrologer
21031,Firebound Guardian
21032,Firebound Hunter
21041,Firebound Specter
21042,Firebound Mesmerizer
21051,Firebound Cannonier
21052,Firebound Hornet
21053,Firebound Thorn
21061,Firebound Mousse
21062,Firebound Node
21071,Firebound Vulture
21072,Firebound Salamander
21081,Firebound Lich
21082,Firebound Undertaker
21092,Firebound Wraith
21101,Windbound Node
21102,Windbound Champion
21111,Windbound Thorn
21112,Windbound Mugger
21121,Windbound Panther
21122,Windbound Specter
21131,Windbound Aevis
21132,Windbound Scorpion
21141,Windbound Orc
21142,Windbound Gandfreyr
21151,Windbound Tognvaldr
21152,Windbound Bug
21161,Windbound Bighorn
21162,Windbound Wraith
21171,Windbound Sigfreyr
21172,Windbound Fool
21181,Windbound Gigas
21182,Windbound Elemental
21192,Windbound Worgen
21201,Thunderbound Antelope
21202,Thunderbound Gigas
21211,Thunderbound Claw
21212,Thunderbound Specter
21221,Thunderbound Salamander
21222,Thunderbound Purobolos
21231,Thunderbound Bighorn
21232,Thunderbound Vulture
21241,Thunderbound Revenant
21242,Thunderbound Node
21251,Thunderbound Bavarois
21252,Thunderbound Raptor
21261,Thunderbound Undertaker
21262,Thunderbound Folkstaf
21271,Thunderbound Lancer
21272,Thunderbound Hunter
21281,Thunderbound Guardian
21282,Thunderbound Panther
21292,Thunderbound Widow
21301,Earthbound Mugger
21302,Earthbound Undertaker
21311,Earthbound Chocobo
21312,Earthbound Thorn
21321,Earthbound Aevis
21322,Earthbound Revenant
21331,Earthbound Adamantoise
21332,Earthbound Crab
21341,Earthbound Orc
21342,Earthbound Bug
21351,Earthbound Marshal
21352,Earthbound Scepter
21361,Earthbound Panther
21362,Earthbound Widow
21371,Earthbound Wraith
21372,Earthbound Gunnvaldr
21381,Earthbound Tognvaldr
21382,Earthbound Fool
21392,Earthbound Hunter
21401,Lightbound Revenant
21402,Lightbound Lich
21411,Lightbound Scorpion
21412,Lightbound Node
21421,Lightbound Bavarois
21422,Lightbound Vulture
21431,Lightbound Wivre
21432,Lightbound Legionnaire
21441,Lightbound Raptor
21442,Lightbound Dragonet
21451,Lightbound Champion
21452,Lightbound Purobolos
21461,Lightbound Guardian
21462,Lightbound Hunter
21471,Lightbound Aevis
21472,Lightbound Specter
21481,Lightbound Lancer
21482,Lightbound Cannonier
21492,Lightbound Orc
21493,Lightbound Orc
21501,Icebound Claw
21502,Icebound Gunnvaldr
21511,Icebound Commander
21512,Icebound Wolf
21521,Icebound Jelly
21522,Icebound Vulture
21531,Icebound Adamantoise
21532,Icebound Thorn
21541,Icebound Orc
21542,Icebound Mesmerizer
21551,Icebound Fanatic
21552,Icebound Bluebird
21561,Icebound Wivre
21562,Icebound Node
21571,Icebound Weaver
21572,Icebound Lancer
21581,Icebound Bighorn
21582,Icebound Lich
21592,Icebound Revenant
21601,Darkbound Wolf
21602,Darkbound Bighorn
21611,Darkbound Raider
21612,Darkbound Hunter
21621,Darkbound Minotaur
21622,Darkbound Crab
21631,Darkbound Panther
21632,Darkbound Weaver
21641,Darkbound Orc
21642,Darkbound Specter
21651,Darkbound Lancer
21652,Darkbound Legionnaire
21661,Darkbound Guardian
21662,Darkbound Bug
21671,Darkbound Raptor
21672,Darkbound Trifle
21681,Darkbound Marshal
21682,Darkbound Salamander
21692,Darkbound Scorpion
21701,Waterbound Egi
21702,Waterbound Node
21711,Waterbound Domovikha
21712,Waterbound Domovoi
21721,Waterbound Guardian
21722,Waterbound Widow
21731,Waterbound Ibis
21732,Waterbound Hexer
21741,Waterbound Worgen
21742,Waterbound Dragonet
21751,Waterbound Terminal
21752,Waterbound Bug
21761,Waterbound Undertaker
21762,Waterbound Wolf Trap
21771,Waterbound Panther
21772,Waterbound Creeper
21781,Waterbound Master
21782,Waterbound Trifle
21791,Waterbound Wraith
31001,Shard Sharp
31002,Shard Sharp
31003,Shard Sharp
31004,Shard Sharp
31005,Shard Sharp
31006,Shard Sharp
31007,Shard Sharp
31009,Shard Sharp
31020,Akashic Bighorn
31021,Akashic Thorn
31022,Akashic Megalocrab
31023,Domovikha
31024,Domovikha
31025,Shard Sharp
31026,Shard Sharp
31027,Shard Sharp
31028,Shard Sharp
33001,Kairos Goblin
33004,Kairos Wolf
33007,Kairos Thorn
33008,Kairos Chimera
33010,Kairos Goblin
33016,Kairos Wasp
33019,Kairos Widow
33022,Kairos Raptor
33023,Kairos Goblin
33025,Kairos Marshmallow
33026,Kairos Trifle
33031,Kairos Goblin
33032,Kairos Vulture
33034,Kairos Scorpion
33037,Kairos Gigas
33038,Kairos Gigas
33040,Infernal Ifrit
33041,Kairos Wyvern
33042,Divine Griffin
33044,Kairos Crab
33045,Kairos Wasp
33047,Kairos Fool
33048,Kairos Thorn
33051,Kairos Hunter
33052,Kairos Bug
33054,Kairos Node
33057,Kairos Captain
33058,Kairos Terminal
33059,Kairos Giant
33060,Kairos Goblin
33066,Kairos Bug
33067,Kairos Hunter
33069,Kairos Wyrm
33070,Kairos Astrologer
33072,Kairos Elemental
33073,Kairos Lancer
33074,Kairos Wivre
33075,Kairos Goblin
33076,Kairos Goblin
33081,Kairos Captain
33082,Kairos Wolf
33084,Kairos Node
33085,Kairos Hunter
33086,Kairos Tognvaldr
33087,Kairos Champion
33090,Warden of Wind
33091,Kairos Terminal
33094,Kairos Folkstaf
33095,Kairos Courser
33097,Kairos Omicron
33098,Kairos Bug
33099,Kairos Omicron
33101,Kairos Fodder
33104,Kairos Raptor
33105,Kairos Bomb
33106,Kairos Hexer
33107,Kairos Creeper
33108,Kairos Mesmerizer
33109,Kairos Fodder
33110,Kairos Wivre
33111,Kairos Vulture
33112,Kairos Raptor
33113,Kairos Eater
33116,Kairos Wivre
33117,Kairos Domovikha
33119,Kairos Domovoi
33120,Kairos Domovikha
33122,Kairos Warlord
33123,Kairos Fodder
33124,Kairos Warlord
33125,Kairos Hexer
33128,Kairos Marshmallow
33129,Kairos Trifle
33130,Kairos Jelly
33131,Kairos Torama
33132,Kairos Torama
33133,Kairos Master
33134,Kairos Mesmerizer
33135,Kairos Scarlet Scorpion
33137,Kairos Asterios
33138,Kairos Minotaur
33139,Kairos Asterios
33140,Warden of Stone
33141,Kairos Chimera
33142,Kairos Master
33143,Kairos King
33146,Kairos Jelly
33147,Kairos Fool
33149,Divine Gunnvaldr
33150,Kairos Omicron
33151,Kairos Revenant
33154,Kairos Wraith
33155,Kairos Puroboros
33157,Kairos Giant
33158,Kairos Wolf
33160,Kairos Captain
33161,Kairos Giant
33162,Divine Griffin
33166,Kairos Plague
33167,Kairos Wolf
33168,Kairos Specter
33169,Kairos Specter
33170,Kairos Wraith
33172,Kairos Egi
33173,Kairos Wyvern
33174,Divine Gunnvaldr
33176,Kairos Undertaker
33177,Kairos Lancer
33181,Kairos Frost Bomb
33182,Divine Panther
33183,Kairos Wyrm
33184,Kairos Captain
33185,Kairos Astrologer
33187,Philargyria
33190,Warden of Darkness
33191,Acedia
33192,Divine Panther
33193,Acedia
33194,Kairos Undertaker
33195,Kairos Captain
33197,Orge
33198,Kairos Giant
33199,Kairos Champion
33201,The Shadow Within
33203,Kenodoxia
33204,Porneia
33205,Hyperephania
33206,Gastrimargia
33207,Philargyria
33208,Lype
33209,Orge
33210,Kairos King
